Image ID,Batch,Image need category,Priority: High / Medium / Low,Crop / system,Pest / disease / disorder / process,"Scientific name, if applicable",Visible cue shown,Why this image is useful,Recommended manuscript use,Chapter / entry placement,Current coverage gap filled,File name,Folder path,Source type: USDA / Government / Extension / Bugwood / Wikimedia / Journal / Other,Original source page URL,Direct image file URL,"Secondary mirror URL, if used",Repository / hosting site,Creator / photographer,Rights holder / source organization,Catalog ID / image ID,Image title on source page,Source-stated subject ID,Source-stated crop / host,Source-stated organism / disease / disorder,ID confidence: High / Medium / Low / VERIFY,License name,License version,License URL,Commercial use allowed? Yes / No / VERIFY,Modification/cropping allowed? Yes / No / VERIFY,Attribution required? Yes / No / VERIFY,Exact attribution text,Credit line draft,Special restrictions,ShareAlike / GFDL / NC / ND risk,Contains identifiable person? Yes / No,Contains watermark/catalog ID? Yes / No,Resolution / pixel dimensions,Image quality: Excellent / Good / Marginal / Reject,Instructional value score 0–5,Diagnostic clarity score 0–5,Rights confidence score 0–5,Overall recommendation: Use candidate / Conditional / Hold / Reject / No suitable found photo,Reason for recommendation,Caption draft,Alt text draft,Caption safety notes,Factual-label risk,Verification still needed,Search terms tried,Rejected alternatives reviewed,Notes
B29_11,Batch 29 PermissionCommission,Vegetable-specific fertilizer / salt burn,High,Squash / vegetable leaves,pesticide burn / phytotoxicity,,Scorched/blotchy vegetable leaves,Source confirms burn but rights unclear.,Found-photo candidate / permission target / commission shot list,Input safety; abiotic leaf-scorch lookalikes,Vegetable-specific fertilizer / salt burn,LSE_FOUND_B29_HOLD_ABIOTIC_Squash_PesticideBurn_Phytotoxicity_UMD_VERIFY.jpg,03_Hold_Source_or_ID_Unclear/LSE_FOUND_B29_HOLD_ABIOTIC_Squash_PesticideBurn_Phytotoxicity_UMD_VERIFY.jpg,Extension,https://extension.umd.edu/resource/fertilizer-or-pesticide-burn-vegetable-leaves,https://extension.umd.edu/sites/extension.umd.edu/files/styles/optimized/public/2021-05/hgic_veg_NonLiving_phytotoxicity-pesticide%20burn-soap%20and%20pyrethrins-JT_1200.JPG?itok=fAOVIhkW,,Extension,J. Traunfeld / UME [VERIFY],University of Maryland Extension,UMD image,Fertilizer or pesticide burn on vegetable leaves,pesticide burn,squash/vegetable,Pesticide burn,High,VERIFY,,,VERIFY,VERIFY,VERIFY,Permission required from UMD/creator.,Permission required from UMD/creator.,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,1200 x 797,Good,5,5,2,Hold,No open license found.,Source-identified pesticide burn on vegetable leaves. Use only with permission and exposure-history caption.,Scorched injury on vegetable leaves.,Do not diagnose from scorch alone.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_12,Batch 29 PermissionCommission,Vegetable-specific fertilizer / salt burn,High,Bean / vegetable leaves,pesticide burn / phytotoxicity,,Source-confirmed burn pattern on bean leaves,Source confirms burn but rights unclear.,Found-photo candidate / permission target / commission shot list,Input safety; abiotic leaf-scorch lookalikes,Vegetable-specific fertilizer / salt burn,LSE_FOUND_B29_HOLD_ABIOTIC_Bean_PesticideBurn_ScorchedLeaves_UMD_VERIFY.png,03_Hold_Source_or_ID_Unclear/LSE_FOUND_B29_HOLD_ABIOTIC_Bean_PesticideBurn_ScorchedLeaves_UMD_VERIFY.png,Extension,https://extension.umd.edu/resource/fertilizer-or-pesticide-burn-vegetable-leaves,https://extension.umd.edu/sites/extension.umd.edu/files/styles/optimized/public/2021-02/hgic_veg-NonLiving_pesticide%20burn.png?itok=fKXER_YR,,Extension,UME / [VERIFY],University of Maryland Extension,UMD image,Fertilizer or pesticide burn on vegetable leaves,pesticide burn,bean/vegetable,Pesticide burn,High,VERIFY,,,VERIFY,VERIFY,VERIFY,Permission required from UMD/creator.,Permission required from UMD/creator.,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,480 x 640,Good,5,5,2,Hold,No open license found.,Source-identified pesticide burn on vegetable leaves. Use only with permission.,Bean leaves with scorch/burn injury.,Require exposure history.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_13,Batch 29 PermissionCommission,Okra and cowpea pest damage,High,Okra,stink bug / leaffooted bug damage,,Twisted/distorted okra pods,"Perfect target cue, but Clemson copyright/no open license; low-res.",Found-photo candidate / permission target / commission shot list,Okra profile; pest damage atlas,Okra and cowpea pest damage,LSE_FOUND_B29_HOLD_PEST_Okra_StinkBugDamage_TwistedPods_Clemson_PERMISSION.jpg,03_Hold_Source_or_ID_Unclear/LSE_FOUND_B29_HOLD_PEST_Okra_StinkBugDamage_TwistedPods_Clemson_PERMISSION.jpg,Extension,https://hgic.clemson.edu/factsheet/how-to-grow-okra-in-south-carolina-including-planting-dates-watering-fertilizing-ratooning-pest-management-and-harvesting-tips-for-healthy-pod-production/,https://hgic.clemson.edu/wp-content/uploads/2023/01/close-up-of-okra-pod-showing-twisting-and-distort-331x240.jpeg,,Extension,Barbara H. Smith,"HGIC, Clemson Extension",Clemson okra factsheet image,Close-up of okra pod showing twisting and distortion caused by stink bug feeding damage,stink bug damage,okra,Stink bug feeding damage; leaffooted bugs also cause distortion,High,All rights reserved / ©2018 HGIC,,,VERIFY,VERIFY,Yes/VERIFY,Permission required from Clemson HGIC / Barbara H. Smith.,Permission required from Clemson HGIC / Barbara H. Smith.,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,331 x 240,Marginal,5,5,2,Hold,Permission needed; low resolution.,"Source-identified okra pods twisted by stink bug feeding. If licensed, use as primary okra pod-injury cue.",Curled and twisted okra pods on white surface.,Mention leaffooted bugs can cause similar damage.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_14,Batch 29 PermissionCommission,Waterlogging / root rot / root-zone failure,High,Basil,Rhizoctonia root rot,Rhizoctonia root rot,Dark diseased basil roots/crown,Strong herb/root-zone photo; MSU confirms Rhizoctonia isolation; rights unclear.,Found-photo candidate / permission target / commission shot list,Basil profile; root-rot diagnostics,Waterlogging / root rot / root-zone failure,LSE_FOUND_B29_HOLD_ROOTS_Basil_RhizoctoniaRootRot_DarkRoots_MSU_PERMISSION.jpg,03_Hold_Source_or_ID_Unclear/LSE_FOUND_B29_HOLD_ROOTS_Basil_RhizoctoniaRootRot_DarkRoots_MSU_PERMISSION.jpg,Extension,https://www.canr.msu.edu/news/vegetable_garden_issues,https://www.canr.msu.edu/uploads/images/8-7basil%20roots%20rhizoctonia%20jan%20byrne2.jpg,,Extension,"J. Byrne, Diagnostic Services",Michigan State University Extension,MSU image,Basil roots rhizoctonia,Rhizoctonia root rot,basil,Rhizoctonia root rot,High,VERIFY,,,VERIFY,VERIFY,Yes/VERIFY,Permission required from MSU Extension / J. Byrne.,Permission required from MSU Extension / J. Byrne.,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,288 x 375,Good,5,5,2,Hold,Permission needed.,"Source-identified Rhizoctonia root rot in basil. Dark roots are a cue, but root rot needs context.",Basil stems and dark diseased roots/crown tissue.,Do not imply all dark roots are Rhizoctonia.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_15,Batch 29 PermissionCommission,Waterlogging / root rot / root-zone failure,High,Strawberry,black root rot complex,,Healthy vs black/diseased root systems side-by-side,Best root-failure comparison found; rights unclear.,Found-photo candidate / permission target / commission shot list,Strawberry profile; root-zone failure atlas,Waterlogging / root rot / root-zone failure,LSE_FOUND_B29_HOLD_ROOTS_Strawberry_BlackRootRot_HealthyVsDiseased_NCSU_PERMISSION.jpg,03_Hold_Source_or_ID_Unclear/LSE_FOUND_B29_HOLD_ROOTS_Strawberry_BlackRootRot_HealthyVsDiseased_NCSU_PERMISSION.jpg,Extension,https://content.ces.ncsu.edu/black-root-rot-of-strawberry-1,https://content.ces.ncsu.edu/media/images/BRR_picture.jpg,,Extension,"Leonor Leandro, Gloria Abad, Frank J. Louws",NC State Extension,Figure SS-1,Healthy strawberry roots and black root rot comparison,black root rot complex,strawberry,Black root rot complex,High,VERIFY,,,VERIFY,VERIFY,Yes/VERIFY,Permission required from NC State/creators.,Permission required from NC State/creators.,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,600 x 520,Good,5,5,2,Hold,Permission needed.,"Healthy and black-root-rot strawberry roots. If licensed, use to show root inspection value.","Two strawberry root systems, one pale and one dark diseased.",BRR is a complex; do not name one pathogen.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_16,Batch 29 PermissionCommission,Bacterial wilt ooze / streaming test,High,Tomato,bacterial wilt streaming test,Ralstonia solanacearum,Cut stem in water with milky exudate/streaming,Exact target cue; source identifies Ralstonia/test; rights unclear.,Found-photo candidate / permission target / commission shot list,Bacterial wilt entry; wilt triage,Bacterial wilt ooze / streaming test,LSE_FOUND_B29_HOLD_DISEASE_Tomato_BacterialWilt_StreamingTest_UAEX_PERMISSION.jpg,03_Hold_Source_or_ID_Unclear/LSE_FOUND_B29_HOLD_DISEASE_Tomato_BacterialWilt_StreamingTest_UAEX_PERMISSION.jpg,Extension,https://www.uaex.uada.edu/yard-garden/plant-health-clinic/disease-notes/posts/disease-note-17.aspx,https://www.uaex.uada.edu/yard-garden/plant-health-clinic/disease-notes/posts/bacterial-wilt-fig33.JPG,,Extension,Sherrie Smith,University of Arkansas Cooperative Extension Service,bacterial-wilt-fig33,Tomato stem infected with bacterial wilt suspended in water; milky exudate,Ralstonia solanacearum,tomato,Bacterial wilt streaming test,High,VERIFY,,,VERIFY,VERIFY,Yes/VERIFY,Permission required from UAEX / Sherrie Smith.,Permission required from UAEX / Sherrie Smith.,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,762 x 1014,Good,5,5,2,Hold,Permission needed.,Source-identified bacterial wilt streaming test in tomato. Milky exudate can support diagnosis with context.,Tomato stem in water with cloudy white streaming.,Not a universal proof for all wilts.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_17,Batch 29 PermissionCommission,Okra and cowpea pest damage,High,Okra,root-knot nematode galling,Meloidogyne incognita,Search result identifies signs on okra roots,Promising but exact Bugwood license/direct file not verified.,Found-photo candidate / permission target / commission shot list,Okra profile; root-knot atlas,Okra and cowpea pest damage,B29_17_HOLD_SOURCE_RECORD.txt,03_Hold_Source_or_ID_Unclear/B29_17_HOLD_SOURCE_RECORD.txt,Bugwood,https://www.invasive.org/browse/image/5577107,,,Bugwood,Robert Nowierski [VERIFY],Bugwood [VERIFY],5577107,Southern root-knot nematode signs on okra roots,Meloidogyne incognita,okra roots,Southern root-knot nematode infection,VERIFY,Creative Commons [VERIFY],,,VERIFY,VERIFY,VERIFY,Exact license needed.,Exact license needed.,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,,VERIFY,5,4,2,Hold,Source page blocked/unclear.,"If licensed, caption should identify source-stated okra RKN galling.",Source record only.,Do not use without exact license.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_18,Batch 29 PermissionCommission,Herbicide drift with commercial-safe rights,High,Pepper,herbicide damage / cupping,,Search result identifies pepper herbicide damage and cupping,Promising but exact license/direct file not verified.,Found-photo candidate / permission target / commission shot list,Pepper herbicide injury atlas,Herbicide drift with commercial-safe rights,B29_18_HOLD_SOURCE_RECORD.txt,03_Hold_Source_or_ID_Unclear/B29_18_HOLD_SOURCE_RECORD.txt,Bugwood/IPMImages,https://www.ipmimages.org/browse/image/5392914,,,Bugwood/IPMImages,[VERIFY],IPMImages/Bugwood [VERIFY],5392914,Herbicides general / beginning signs under mulch,herbicide damage,pepper,Herbicide damage; cupping leaves,VERIFY,Creative Commons [VERIFY],,,VERIFY,VERIFY,VERIFY,Exact license needed.,Exact license needed.,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,,VERIFY,5,4,2,Hold,Source page blocked/unclear.,"If licensed, use with exposure-history caption.",Source record only.,Do not use without exact license.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_19,Batch 29 PermissionCommission,Bacterial wilt ooze / streaming test,High,Tomato,bacterial streaming test,Ralstonia solanacearum,Search result identifies bacterial streaming test image,Could fill exact test if commercial-safe.,Found-photo candidate / permission target / commission shot list,Bacterial wilt entry,Bacterial wilt ooze / streaming test,B29_19_HOLD_SOURCE_RECORD.txt,03_Hold_Source_or_ID_Unclear/B29_19_HOLD_SOURCE_RECORD.txt,Bugwood/Invasive,https://www.invasive.org/browse/image/5606060,,,Bugwood/Invasive,Gerald Holmes [VERIFY],Bugwood [VERIFY],5606060,bacterial wilt / Ralstonia streaming test,Ralstonia solanacearum,tomato [VERIFY],Bacterial wilt streaming test,VERIFY,Creative Commons [VERIFY],,,VERIFY,VERIFY,VERIFY,Exact license needed.,Exact license needed.,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,,VERIFY,5,4,2,Hold,Source page blocked/unclear.,"If licensed, caption should state source-identified streaming test.",Source record only.,Do not use without exact license.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_20,Batch 29 PermissionCommission,Bacterial wilt ooze / streaming test,High,Tomato,bacterial streaming test,Ralstonia solanacearum,Source-identified streaming test; NC license,"Exact cue, but NC blocks commercial book use without permission.",Found-photo candidate / permission target / commission shot list,Bacterial wilt entry,Not filled by usable found photo,B29_20_REJECT_SOURCE_RECORD.txt,04_Reject_Do_Not_Use/B29_20_REJECT_SOURCE_RECORD.txt,Bugwood/ForestryImages,https://www.forestryimages.org/browse/image/5472887,,,Bugwood/ForestryImages,"Jason Brock, University of Georgia",UGA / Bugwood,5472887,Southern bacterial wilt streaming test,Ralstonia solanacearum,garden tomato,Southern bacterial wilt; bacterial streaming,High,CC BY-NC,3.0,https://creativecommons.org/licenses/by-nc/3.0/,No,"Yes under NC, not commercial",Yes,"Photo: Jason Brock, University of Georgia, Bugwood.org. CC BY-NC 3.0.","Photo: Jason Brock, University of Georgia, Bugwood.org. CC BY-NC 3.0.",No final clearance. Preserve source attribution and verify actual production use.,NC commercial-use block,No,No,,Reject,5,5,1,Reject,NC license.,Do not use unless separately licensed.,Source record only.,Permission target only.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_21,Batch 29 PermissionCommission,Bacterial wilt ooze / streaming test,High,Tomato,bacterial wilt ooze test,Ralstonia solanacearum,PlantwisePlus ooze-test reference; NC/unclear figure rights,Reference only; not commercial-safe.,Found-photo candidate / permission target / commission shot list,Bacterial wilt entry,Not filled by usable found photo,B29_21_REJECT_SOURCE_RECORD.txt,04_Reject_Do_Not_Use/B29_21_REJECT_SOURCE_RECORD.txt,Other / PlantwisePlus,https://plantwiseplusknowledgebank.org/doi/full/10.1079/pwkb.20167801480,,,Other / PlantwisePlus,Plantwise/CABI [VERIFY],PlantwisePlus/CABI [VERIFY],PWKB 20167801480,Bacterial wilt of tomato-Malawi,Ralstonia solanacearum,tomato,Bacterial wilt ooze test,High,CC BY-NC-SA [VERIFY],4.0,https://creativecommons.org/licenses/by-nc-sa/4.0/,No,No for commercial without permission,Yes,VERIFY if permission pursued.,VERIFY if permission pursued.,No final clearance. Preserve source attribution and verify actual production use.,ShareAlike production review,No,No,,Reject,5,5,1,Reject,Noncommercial/unclear figure rights.,Do not use without permission.,Source record only.,Reference only.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_22,Batch 29 PermissionCommission,Okra and cowpea pest damage,High,Cowpea,cowpea curculio larva inside pod,Chalcodermus aeneus,Larva emerging from cowpea pod,Top instructional target but NC license blocks use unless permissioned.,Found-photo candidate / permission target / commission shot list,Cowpea curculio lifecycle,Not filled by usable found photo,B29_22_REJECT_SOURCE_RECORD.txt,04_Reject_Do_Not_Use/B29_22_REJECT_SOURCE_RECORD.txt,Bugwood/Invasive,https://www.invasive.org/browse/image/5619676,,,Bugwood/Invasive,"Brantlee Spakes Richter, University of Florida [VERIFY]",Bugwood / University of Florida [VERIFY],5619676,cowpea curculio larva emerging from seed pod,Chalcodermus aeneus,cowpea,Larva emerging from seed pod,High,CC BY-NC,3.0,https://creativecommons.org/licenses/by-nc/3.0/,No,"Yes under NC, not commercial",Yes,Photo: Brantlee Spakes Richter / University of Florida / Bugwood.org. CC BY-NC 3.0 [VERIFY].,Photo: Brantlee Spakes Richter / University of Florida / Bugwood.org. CC BY-NC 3.0 [VERIFY].,No final clearance. Preserve source attribution and verify actual production use.,NC commercial-use block,No,No,,Reject,5,5,1,Reject,NC license; permission target.,"If permissioned, use to show hidden larval damage in pods.",Source record only.,"Permission target, not use candidate.",Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_23,Batch 29 PermissionCommission,Okra and cowpea pest damage,Medium,Cowpea,cowpea curculio adult,Chalcodermus aeneus,Adult cowpea curculio,Lower value than larva/damage; NC license blocks use.,Found-photo candidate / permission target / commission shot list,Cowpea curculio lifecycle,Not filled by usable found photo,B29_23_REJECT_SOURCE_RECORD.txt,04_Reject_Do_Not_Use/B29_23_REJECT_SOURCE_RECORD.txt,Bugwood/Invasive,https://www.invasive.org/browse/image/5619671,,,Bugwood/Invasive,"Brantlee Spakes Richter, University of Florida [VERIFY]",Bugwood / University of Florida [VERIFY],5619671,cowpea curculio adult,Chalcodermus aeneus,cowpea [VERIFY],Adult cowpea curculio,High,CC BY-NC,3.0,https://creativecommons.org/licenses/by-nc/3.0/,No,"Yes under NC, not commercial",Yes,Photo: Brantlee Spakes Richter / University of Florida / Bugwood.org. CC BY-NC 3.0 [VERIFY].,Photo: Brantlee Spakes Richter / University of Florida / Bugwood.org. CC BY-NC 3.0 [VERIFY].,No final clearance. Preserve source attribution and verify actual production use.,NC commercial-use block,No,No,,Reject,3,5,1,Reject,NC license; lower value adult-only image.,No production caption unless licensed.,Source record only.,Permission target only.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_NS_01,Batch 29 PermissionCommission,Vegetable-specific fertilizer / salt burn,High,tomato/pepper/cucumber/squash/bean/lettuce/basil/strawberry,fertilizer or salt burn,,Vegetable-specific marginal scorch/tip burn/salt crust with confirmed fertilizer/salt cause,No clean commercial-safe vegetable-specific leaf burn photo selected; available candidates had unclear rights or weak source confirmation.,Found-photo candidate / permission target / commission shot list,Abiotic disorder atlas,Not filled by usable found photo,B29_NS_01_COMMISSION_SHOT_LIST.txt,05_No_Suitable_Found_Photo/B29_NS_01_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,,No suitable found photo,,,,Commission shot list,Vegetable-specific marginal scorch/tip burn/salt crust with confirmed fertilizer/salt cause,tomato/pepper/cucumber/squash/bean/lettuce/basil/strawberry,fertilizer or salt burn,VERIFY,,,,VERIFY,VERIFY,VERIFY,,,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,,,5,0,0,No suitable found photo / Commission,"Important image need remains unfilled by a source-traceable, commercial-safe found photo.",TBD after real photo is commissioned or permissioned.,TBD after real photo is available.,Do not create AI diagnostic substitute; use real source-confirmed photo only.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_NS_02,Batch 29 PermissionCommission,Waterlogging / root rot / root-zone failure,High,tomato/pepper/basil/lettuce/container herbs/raised beds,waterlogging / anaerobic roots,,"Pulled roots showing brown/mushy roots, saturated mix, or healthy-vs-failed roots",No clean rights vegetable-specific waterlogging/root photo selected; strongest examples require permission.,Found-photo candidate / permission target / commission shot list,Root-zone failure atlas,Not filled by usable found photo,B29_NS_02_COMMISSION_SHOT_LIST.txt,05_No_Suitable_Found_Photo/B29_NS_02_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,,No suitable found photo,,,,Commission shot list,"Pulled roots showing brown/mushy roots, saturated mix, or healthy-vs-failed roots",tomato/pepper/basil/lettuce/container herbs/raised beds,waterlogging / anaerobic roots,VERIFY,,,,VERIFY,VERIFY,VERIFY,,,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,,,5,0,0,No suitable found photo / Commission,"Important image need remains unfilled by a source-traceable, commercial-safe found photo.",TBD after real photo is commissioned or permissioned.,TBD after real photo is available.,Do not create AI diagnostic substitute; use real source-confirmed photo only.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_NS_03,Batch 29 PermissionCommission,Bacterial wilt ooze / streaming test,High,tomato/cucurbits/pepper,bacterial wilt streaming test,,Cut stem in water with milky bacterial streaming,Best sources were Hold or NC/permission; no commercial-safe use candidate found.,Found-photo candidate / permission target / commission shot list,Bacterial wilt entry,Not filled by usable found photo,B29_NS_03_COMMISSION_SHOT_LIST.txt,05_No_Suitable_Found_Photo/B29_NS_03_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,,No suitable found photo,,,,Commission shot list,Cut stem in water with milky bacterial streaming,tomato/cucurbits/pepper,bacterial wilt streaming test,VERIFY,,,,VERIFY,VERIFY,VERIFY,,,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,,,5,0,0,No suitable found photo / Commission,"Important image need remains unfilled by a source-traceable, commercial-safe found photo.",TBD after real photo is commissioned or permissioned.,TBD after real photo is available.,Do not create AI diagnostic substitute; use real source-confirmed photo only.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
B29_NS_04,Batch 29 PermissionCommission,Okra and cowpea pest damage,High,okra,stink bug / leaffooted bug pod injury,,Warted/curled/distorted pods with confirmed stink bug/leaffooted bug cause,Only strong found photo is Clemson permission/low-res; no use-candidate found.,Found-photo candidate / permission target / commission shot list,Okra profile,Not filled by usable found photo,B29_NS_04_COMMISSION_SHOT_LIST.txt,05_No_Suitable_Found_Photo/B29_NS_04_COMMISSION_SHOT_LIST.txt,No suitable found photo,,,,No suitable found photo,,,,Commission shot list,Warted/curled/distorted pods with confirmed stink bug/leaffooted bug cause,okra,stink bug / leaffooted bug pod injury,VERIFY,,,,VERIFY,VERIFY,VERIFY,,,No final clearance. Preserve source attribution and verify actual production use.,Rights/permission review,No,No,,,5,0,0,No suitable found photo / Commission,"Important image need remains unfilled by a source-traceable, commercial-safe found photo.",TBD after real photo is commissioned or permissioned.,TBD after real photo is available.,Do not create AI diagnostic substitute; use real source-confirmed photo only.,Medium until final source/caption review.,"Final rights, factual label, caption, alt-text, figure numbering and layout review.",vegetable fertilizer salt burn; waterlogged roots vegetable; tomato herbicide drift; bacterial wilt streaming test; okra stink bug pod damage; cowpea curculio larva; row cover shade cloth container garden CC BY,Decorative garden photos; stock/blog/social media; NC or ND images; vague yellowing/wilt; unverified diagnosis images.,No image is final-cleared. Use candidate is the highest status.
